diff_t1k_minc,diff_t1k_minc_bin,ws_diff,ws_diff_bin,steps_diff
-3405.96875,"[-6250, 6954)",7.0,"(-16, 16]",-943.208333333333
-2968.04296875,"[-6250, 6954)",7.0,"(-16, 16]",-131.0488484645839
-1918.92578125,"[-6250, 6954)",7.0,"(-16, 16]",1113.8571428571433
-1318.0234375,"[-6250, 6954)",7.0,"(-16, 16]",131.72998009499088
-1318.0234375,"[-6250, 6954)",7.0,"(-16, 16]",-1517.543347204409
-1209.51953125,"[-6250, 6954)",7.0,"(-16, 16]",1430.1021094259086
-866.55078125,"[-6250, 6954)",7.0,"(-16, 16]",-3776.5497191355153
-856.01171875,"[-6250, 6954)",7.0,"(-16, 16]",-507.76000000000016
-694.796875,"[-6250, 6954)",7.0,"(-16, 16]",-4542.6061538461545
-526.921875,"[-6250, 6954)",7.0,"(-16, 16]",-3625.243076923077
286.703125,"[-6250, 6954)",7.0,"(-16, 16]",-6036.0
340.82421875,"[-6250, 6954)",7.0,"(-16, 16]",-1932.5818580032687
340.82421875,"[-6250, 6954)",7.0,"(-16, 16]",-287.4000000000001
340.82421875,"[-6250, 6954)",7.0,"(-16, 16]",-5525.8943405170285
536.42578125,"[-6250, 6954)",7.0,"(-16, 16]",1478.125
562.23046875,"[-6250, 6954)",7.0,"(-16, 16]",113.32130864366718
833.3203125,"[-6250, 6954)",7.0,"(-16, 16]",2932.547826086957
1142.3203125,"[-6250, 6954)",7.0,"(-16, 16]",-1251.9076923076927
1142.3203125,"[-6250, 6954)",7.0,"(-16, 16]",2779.2145454545457
1142.3203125,"[-6250, 6954)",7.0,"(-16, 16]",5404.52
1142.3203125,"[-6250, 6954)",7.0,"(-16, 16]",-271.771739130435
1627.12109375,"[-6250, 6954)",7.0,"(-16, 16]",1392.9799999999993
1773.265625,"[-6250, 6954)",7.0,"(-16, 16]",-1466.1180124223602
1863.01171875,"[-6250, 6954)",7.0,"(-16, 16]",-970.5129870129872
2041.79296875,"[-6250, 6954)",7.0,"(-16, 16]",1498.5079399778529
2051.8203125,"[-6250, 6954)",7.0,"(-16, 16]",7232.832167832166
3114.875,"[-6250, 6954)",7.0,"(-16, 16]",441.875
3114.875,"[-6250, 6954)",7.0,"(-16, 16]",-570.0396170152235
3243.515625,"[-6250, 6954)",7.0,"(-16, 16]",1470.8738461538462
3683.359375,"[-6250, 6954)",7.0,"(-16, 16]",977.2531495074504
3683.359375,"[-6250, 6954)",7.0,"(-16, 16]",-1540.3200000000006
3683.359375,"[-6250, 6954)",7.0,"(-16, 16]",-990.1568435899107
3683.359375,"[-6250, 6954)",7.0,"(-16, 16]",-3172.972307692308
4155.546875,"[-6250, 6954)",7.0,"(-16, 16]",1390.191309131459
4291.4765625,"[-6250, 6954)",7.0,"(-16, 16]",924.5085550934166
5360.96484375,"[-6250, 6954)",7.0,"(-16, 16]",745.5128205128203
5645.28125,"[-6250, 6954)",7.0,"(-16, 16]",2392.0
6398.8671875,"[-6250, 6954)",7.0,"(-16, 16]",67.47115384615427
7481.9375,"[6954, inf)",7.0,"(-16, 16]",-288.28235294117667
7682.3515625,"[6954, inf)",7.0,"(-16, 16]",-721.6333333333338
8388.875,"[6954, inf)",7.0,"(-16, 16]",2493.55
8544.59375,"[6954, inf)",7.0,"(-16, 16]",-791.636363636364
8856.86328125,"[6954, inf)",7.0,"(-16, 16]",-6961.763076923077
9042.3125,"[6954, inf)",7.0,"(-16, 16]",-1352.0727824977002
9168.7265625,"[6954, inf)",7.0,"(-16, 16]",-3516.1111111111113
9397.40625,"[6954, inf)",7.0,"(-16, 16]",416.57051282051225
11046.6015625,"[6954, inf)",7.0,"(-16, 16]",-1448.6492307692295
11052.66015625,"[6954, inf)",7.0,"(-16, 16]",-3539.54168171
11052.66015625,"[6954, inf)",7.0,"(-16, 16]",-1628.5277777777774
11138.56640625,"[6954, inf)",7.0,"(-16, 16]",-4516.924999999998
11457.640625,"[6954, inf)",7.0,"(-16, 16]",529.0080923962514
12264.4609375,"[6954, inf)",7.0,"(-16, 16]",-1305.4444444444453
12264.4609375,"[6954, inf)",7.0,"(-16, 16]",18.61538461538475
12581.41796875,"[6954, inf)",7.0,"(-16, 16]",-1454.2173913043482
14458.62890625,"[6954, inf)",7.0,"(-16, 16]",-2681.1446153846155
15527.8984375,"[6954, inf)",7.0,"(-16, 16]",-5178.5199156013505
15629.30078125,"[6954, inf)",7.0,"(-16, 16]",-1335.2700228832955
15682.08203125,"[6954, inf)",7.0,"(-16, 16]",12039.666666666664
16602.0078125,"[6954, inf)",7.0,"(-16, 16]",-9274.769658624784
17489.76953125,"[6954, inf)",7.0,"(-16, 16]",6040.65
18416.84375,"[6954, inf)",7.0,"(-16, 16]",974.1731601731605
20974.58203125,"[6954, inf)",7.0,"(-16, 16]",-3705.930669378131
22374.7421875,"[6954, inf)",7.0,"(-16, 16]",-666.8308823529413
22374.7421875,"[6954, inf)",7.0,"(-16, 16]",-161.40133779264215
23306.9296875,"[6954, inf)",7.0,"(-16, 16]",1922.76
25361.55078125,"[6954, inf)",7.0,"(-16, 16]",-128.05797101449298
28301.890625,"[6954, inf)",7.0,"(-16, 16]",-1165.8833665101286
28301.890625,"[6954, inf)",7.0,"(-16, 16]",-1824.2616191825052
31644.20703125,"[6954, inf)",7.0,"(-16, 16]",-1900.8
34189.453125,"[6954, inf)",7.0,"(-16, 16]",2349.623931623932
45032.359375,"[6954, inf)",7.0,"(-16, 16]",-2278.818181818182
54689.78515625,"[6954, inf)",7.0,"(-16, 16]",-413.34558823529403
59315.34765625,"[6954, inf)",7.0,"(-16, 16]",5096.620869565218
,,7.0,"(-16, 16]",-943.0928182936012
,,7.0,"(-16, 16]",-2635.9929728684992
,,7.0,"(-16, 16]",-211.74242424242448
,,7.0,"(-16, 16]",-691.480769230769
-67277.640625,"[-inf, -6250)",8.0,"(-16, 16]",-935.936363636364
-67277.640625,"[-inf, -6250)",8.0,"(-16, 16]",5684.692307692309
-56622.4375,"[-inf, -6250)",8.0,"(-16, 16]",-968.3500000000003
-40892.890625,"[-inf, -6250)",8.0,"(-16, 16]",3127.291666666666
-30279.74609375,"[-inf, -6250)",8.0,"(-16, 16]",2940.209306901681
-29527.25390625,"[-inf, -6250)",8.0,"(-16, 16]",4280.5
-24474.35546875,"[-inf, -6250)",8.0,"(-16, 16]",-876.1614793398359
-19685.109375,"[-inf, -6250)",8.0,"(-16, 16]",-1479.2290835251777
-18406.0546875,"[-inf, -6250)",8.0,"(-16, 16]",-2543.879999999999
-17994.09375,"[-inf, -6250)",8.0,"(-16, 16]",336.39473684210543
-16106.67578125,"[-inf, -6250)",8.0,"(-16, 16]",916.0
-15814.0859375,"[-inf, -6250)",8.0,"(-16, 16]",-5413.583333333333
-15814.0859375,"[-inf, -6250)",8.0,"(-16, 16]",-2397.522727272728
-14590.78125,"[-inf, -6250)",8.0,"(-16, 16]",-1172.2963636363636
-12951.16796875,"[-inf, -6250)",8.0,"(-16, 16]",2466.642857142857
-12951.16796875,"[-inf, -6250)",8.0,"(-16, 16]",3538.935897435897
-12309.3828125,"[-inf, -6250)",8.0,"(-16, 16]",-97.37815126050418
-11240.6796875,"[-inf, -6250)",8.0,"(-16, 16]",199.08453077935246
-11240.6796875,"[-inf, -6250)",8.0,"(-16, 16]",720.8483333333335
-11081.3046875,"[-inf, -6250)",8.0,"(-16, 16]",1723.7902526876005
-10690.66796875,"[-inf, -6250)",8.0,"(-16, 16]",10.565217391304486
-10453.28515625,"[-inf, -6250)",8.0,"(-16, 16]",1485.208333333334
-10138.12109375,"[-inf, -6250)",8.0,"(-16, 16]",1184.4240148097765
-8704.5234375,"[-inf, -6250)",8.0,"(-16, 16]",-2746.958333333333
-8684.921875,"[-inf, -6250)",8.0,"(-16, 16]",-1250.5200000000004
-8200.14453125,"[-inf, -6250)",8.0,"(-16, 16]",1031.1780344532426
-8200.14453125,"[-inf, -6250)",8.0,"(-16, 16]",-923.0366210939999
-8058.87890625,"[-inf, -6250)",8.0,"(-16, 16]",-138.0870632586666
-7500.28125,"[-inf, -6250)",8.0,"(-16, 16]",1519.1899999999994
-7143.359375,"[-inf, -6250)",8.0,"(-16, 16]",2625.445580775741
-6882.12109375,"[-inf, -6250)",8.0,"(-16, 16]",-6474.174603174602
-6767.85546875,"[-inf, -6250)",8.0,"(-16, 16]",-1347.8860702531665
-6767.85546875,"[-inf, -6250)",8.0,"(-16, 16]",-272.52215218312494
-6511.47265625,"[-inf, -6250)",8.0,"(-16, 16]",1234.5199999999995
-5396.40625,"[-6250, 6954)",8.0,"(-16, 16]",994.4444444444445
-4871.203125,"[-6250, 6954)",8.0,"(-16, 16]",-873.8954545454544
-4769.1015625,"[-6250, 6954)",8.0,"(-16, 16]",-1383.797435897437
-4078.3828125,"[-6250, 6954)",8.0,"(-16, 16]",-32460.666666666664
-4078.3828125,"[-6250, 6954)",8.0,"(-16, 16]",1646.409090909091
-4078.3828125,"[-6250, 6954)",8.0,"(-16, 16]",-2562.971861471861
-3464.51953125,"[-6250, 6954)",8.0,"(-16, 16]",35.15384615384619
-3136.94921875,"[-6250, 6954)",8.0,"(-16, 16]",4894.182951584403
-1665.23828125,"[-6250, 6954)",8.0,"(-16, 16]",1349.2315948570913
-1497.9140625,"[-6250, 6954)",8.0,"(-16, 16]",-1918.4775641025644
-1494.76171875,"[-6250, 6954)",8.0,"(-16, 16]",113.375
-1240.1640625,"[-6250, 6954)",8.0,"(-16, 16]",1028.374269005848
-1232.33203125,"[-6250, 6954)",8.0,"(-16, 16]",-585.3686956521742
-1232.33203125,"[-6250, 6954)",8.0,"(-16, 16]",1061.7777777777774
-1232.33203125,"[-6250, 6954)",8.0,"(-16, 16]",1111.2368421052631
-1232.33203125,"[-6250, 6954)",8.0,"(-16, 16]",268.28769230769194
-1232.33203125,"[-6250, 6954)",8.0,"(-16, 16]",-1670.25
-457.80078125,"[-6250, 6954)",8.0,"(-16, 16]",-1092.2207877301669
-377.28125,"[-6250, 6954)",8.0,"(-16, 16]",2859.317198346286
415.53125,"[-6250, 6954)",8.0,"(-16, 16]",1966.0970110227145
690.8515625,"[-6250, 6954)",8.0,"(-16, 16]",5878.710918720307
997.64453125,"[-6250, 6954)",8.0,"(-16, 16]",2034.2084350563052
1696.3203125,"[-6250, 6954)",8.0,"(-16, 16]",-168.66666666666652
2322.453125,"[-6250, 6954)",8.0,"(-16, 16]",1237.128205128206
3114.875,"[-6250, 6954)",8.0,"(-16, 16]",-3315.4
3358.6171875,"[-6250, 6954)",8.0,"(-16, 16]",5511.357142857143
3431.49609375,"[-6250, 6954)",8.0,"(-16, 16]",-3089.8076923076915
3968.890625,"[-6250, 6954)",8.0,"(-16, 16]",3445.077281907817
4332.734375,"[-6250, 6954)",8.0,"(-16, 16]",2636.333333333333
4355.07421875,"[-6250, 6954)",8.0,"(-16, 16]",-2244.3030303030305
4365.875,"[-6250, 6954)",8.0,"(-16, 16]",2755.064029945999
4378.59375,"[-6250, 6954)",8.0,"(-16, 16]",-1748.29130676368
4519.080078125,"[-6250, 6954)",8.0,"(-16, 16]",3317.100000000001
5536.1953125,"[-6250, 6954)",8.0,"(-16, 16]",-16.044117647058552
5704.79296875,"[-6250, 6954)",8.0,"(-16, 16]",-2245.375
5704.79296875,"[-6250, 6954)",8.0,"(-16, 16]",1082.7582417582416
5942.38671875,"[-6250, 6954)",8.0,"(-16, 16]",-274.8725490196075
6137.6953125,"[-6250, 6954)",8.0,"(-16, 16]",1906.2625000000005
6281.18359375,"[-6250, 6954)",8.0,"(-16, 16]",-1497.7350496548395
6844.1875,"[-6250, 6954)",8.0,"(-16, 16]",-73.49499999999989
6915.09765625,"[-6250, 6954)",8.0,"(-16, 16]",363.0855614973261
7054.96484375,"[6954, inf)",8.0,"(-16, 16]",-1145.209486166008
8118.1015625,"[6954, inf)",8.0,"(-16, 16]",-3737.022263077733
10130.5625,"[6954, inf)",8.0,"(-16, 16]",1802.4750000000006
11977.5390625,"[6954, inf)",8.0,"(-16, 16]",-527.4477771430002
12023.62890625,"[6954, inf)",8.0,"(-16, 16]",-3973.32
12087.0625,"[6954, inf)",8.0,"(-16, 16]",-454.8999999999997
12916.578125,"[6954, inf)",8.0,"(-16, 16]",-830.3506493506493
13759.22265625,"[6954, inf)",8.0,"(-16, 16]",1111.529891304348
14108.91015625,"[6954, inf)",8.0,"(-16, 16]",-4083.878787878787
14308.80078125,"[6954, inf)",8.0,"(-16, 16]",550.25
14422.72265625,"[6954, inf)",8.0,"(-16, 16]",-2927.4742100067724
16338.3203125,"[6954, inf)",8.0,"(-16, 16]",1196.755384615385
16423.98046875,"[6954, inf)",8.0,"(-16, 16]",1279.454545454545
16423.98046875,"[6954, inf)",8.0,"(-16, 16]",6174.315384615385
16423.98046875,"[6954, inf)",8.0,"(-16, 16]",-3006.961538461538
16423.98046875,"[6954, inf)",8.0,"(-16, 16]",-4147.634615384615
16423.98046875,"[6954, inf)",8.0,"(-16, 16]",4500.613636363636
16582.75390625,"[6954, inf)",8.0,"(-16, 16]",-989.6351388254584
16651.3046875,"[6954, inf)",8.0,"(-16, 16]",-1324.4583333333335
20398.3671875,"[6954, inf)",8.0,"(-16, 16]",5044.785714285715
20840.26171875,"[6954, inf)",8.0,"(-16, 16]",919.5358416895621
21910.92578125,"[6954, inf)",8.0,"(-16, 16]",2262.4926549473707
22729.140625,"[6954, inf)",8.0,"(-16, 16]",-718.1138461538449
24190.51171875,"[6954, inf)",8.0,"(-16, 16]",4067.2142857142853
26429.05078125,"[6954, inf)",8.0,"(-16, 16]",775.6697443202916
27042.3046875,"[6954, inf)",8.0,"(-16, 16]",1253.0269758266534
27134.5859375,"[6954, inf)",8.0,"(-16, 16]",2075.857142857143
27134.5859375,"[6954, inf)",8.0,"(-16, 16]",-200.25
27134.5859375,"[6954, inf)",8.0,"(-16, 16]",-1570.2587412587409
27134.5859375,"[6954, inf)",8.0,"(-16, 16]",-71.375
30217.20703125,"[6954, inf)",8.0,"(-16, 16]",-2380.175667558885
30691.43359375,"[6954, inf)",8.0,"(-16, 16]",-630.8603108730002
33323.69921875,"[6954, inf)",8.0,"(-16, 16]",-1584.2448512585815
36505.16015625,"[6954, inf)",8.0,"(-16, 16]",3573.220783925257
40417.48828125,"[6954, inf)",8.0,"(-16, 16]",363.84307692307715
41959.453125,"[6954, inf)",8.0,"(-16, 16]",-5640.436230780838
44448.17578125,"[6954, inf)",8.0,"(-16, 16]",-2360.323076923077
47822.4765625,"[6954, inf)",8.0,"(-16, 16]",983.0672921005217
47822.4765625,"[6954, inf)",8.0,"(-16, 16]",-8998.55
58368.63671875,"[6954, inf)",8.0,"(-16, 16]",-2846.649122807019
58869.671875,"[6954, inf)",8.0,"(-16, 16]",1204.4242424242425
,,8.0,"(-16, 16]",4594.625
,,8.0,"(-16, 16]",10405.236111111111
-47863.37890625,"[-inf, -6250)",9.0,"(-16, 16]",-3409.505882352941
-43751.6328125,"[-inf, -6250)",9.0,"(-16, 16]",1099.803418803419
-32046.765625,"[-inf, -6250)",9.0,"(-16, 16]",3719.128205128205
-30605.390625,"[-inf, -6250)",9.0,"(-16, 16]",4875.4961301630765
-30605.390625,"[-inf, -6250)",9.0,"(-16, 16]",2024.4279176201367
-30568.3671875,"[-inf, -6250)",9.0,"(-16, 16]",2421.727272727273
-30568.3671875,"[-inf, -6250)",9.0,"(-16, 16]",-92.8000000000002
-29795.09375,"[-inf, -6250)",9.0,"(-16, 16]",5247.148812765197
-29795.09375,"[-inf, -6250)",9.0,"(-16, 16]",1150.7910114351496
-26711.265625,"[-inf, -6250)",9.0,"(-16, 16]",-1412.0185758513926
-23721.78125,"[-inf, -6250)",9.0,"(-16, 16]",1780.2806324110668
-22762.2734375,"[-inf, -6250)",9.0,"(-16, 16]",-569.2267540556162
-21792.28515625,"[-inf, -6250)",9.0,"(-16, 16]",-1495.7320261437908
-21777.48828125,"[-inf, -6250)",9.0,"(-16, 16]",-1880.6850000000006
-21433.1796875,"[-inf, -6250)",9.0,"(-16, 16]",677.06
-18406.0546875,"[-inf, -6250)",9.0,"(-16, 16]",744.5394736842109
-14579.7265625,"[-inf, -6250)",9.0,"(-16, 16]",208.85714285714292
-14534.8515625,"[-inf, -6250)",9.0,"(-16, 16]",-3512.0263157894733
-14534.8515625,"[-inf, -6250)",9.0,"(-16, 16]",-2329.091228070176
-14534.8515625,"[-inf, -6250)",9.0,"(-16, 16]",339.07142857142844
-14534.8515625,"[-inf, -6250)",9.0,"(-16, 16]",10479.983333333334
-12203.98828125,"[-inf, -6250)",9.0,"(-16, 16]",1277.1099999999994
-11462.43359375,"[-inf, -6250)",9.0,"(-16, 16]",969.8571428571432
-11457.640625,"[-inf, -6250)",9.0,"(-16, 16]",2688.341628959276
-11456.40625,"[-inf, -6250)",9.0,"(-16, 16]",697.25
-9095.55078125,"[-inf, -6250)",9.0,"(-16, 16]",4031.432989214999
-9094.4375,"[-inf, -6250)",9.0,"(-16, 16]",-2428.4357142857143
-8765.74609375,"[-inf, -6250)",9.0,"(-16, 16]",731.7514197986708
-8657.44140625,"[-inf, -6250)",9.0,"(-16, 16]",136.88888888888872
-7493.46875,"[-inf, -6250)",9.0,"(-16, 16]",1012.8374759295593
-7400.20703125,"[-inf, -6250)",9.0,"(-16, 16]",-166.0
-7361.94140625,"[-inf, -6250)",9.0,"(-16, 16]",4912.249338345493
-6168.5625,"[-6250, 6954)",9.0,"(-16, 16]",689.730769230769
-5711.86328125,"[-6250, 6954)",9.0,"(-16, 16]",-5658.938976895701
-5651.5390625,"[-6250, 6954)",9.0,"(-16, 16]",-793.9299719887957
-5435.0859375,"[-6250, 6954)",9.0,"(-16, 16]",2556.173913043478
-5435.0859375,"[-6250, 6954)",9.0,"(-16, 16]",1158.0542986425335
-5162.796875,"[-6250, 6954)",9.0,"(-16, 16]",400.1354392137381
-4871.203125,"[-6250, 6954)",9.0,"(-16, 16]",-1530.7556212115924
-3685.4296875,"[-6250, 6954)",9.0,"(-16, 16]",-262.583076923077
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",-3758.506072874494
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",-2289.309520380455
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",-727.4210526315786
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",-2979.0897836538456
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",-1950.9848455983333
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",133.66666666666606
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",-1636.457758583335
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",1506.388888888889
-3539.5,"[-6250, 6954)",9.0,"(-16, 16]",2491.944444444445
-3122.84375,"[-6250, 6954)",9.0,"(-16, 16]",-4850.48076923077
-3042.46484375,"[-6250, 6954)",9.0,"(-16, 16]",3260.1663079773402
-2700.828125,"[-6250, 6954)",9.0,"(-16, 16]",-3806.123424618062
-2078.265625,"[-6250, 6954)",9.0,"(-16, 16]",1034.436363636364
-2051.421875,"[-6250, 6954)",9.0,"(-16, 16]",-1232.555308467
-1925.5390625,"[-6250, 6954)",9.0,"(-16, 16]",-1744.9853259247614
-1925.5390625,"[-6250, 6954)",9.0,"(-16, 16]",758.3421052631575
-1925.5390625,"[-6250, 6954)",9.0,"(-16, 16]",777.041666666667
-1800.98046875,"[-6250, 6954)",9.0,"(-16, 16]",-1972.2779095939768
-1456.8125,"[-6250, 6954)",9.0,"(-16, 16]",-737.6058093401742
-1161.46875,"[-6250, 6954)",9.0,"(-16, 16]",2918.6388103303398
-633.1953125,"[-6250, 6954)",9.0,"(-16, 16]",-2561.179487179487
-42.65234375,"[-6250, 6954)",9.0,"(-16, 16]",4619.720794020865
834.67578125,"[-6250, 6954)",9.0,"(-16, 16]",-776.6216666666669
1025.2734375,"[-6250, 6954)",9.0,"(-16, 16]",-456.1363636363635
1062.7734375,"[-6250, 6954)",9.0,"(-16, 16]",2655.6263473546
1205.41015625,"[-6250, 6954)",9.0,"(-16, 16]",3744.011381001847
1205.41015625,"[-6250, 6954)",9.0,"(-16, 16]",-1511.090909090909
1205.41015625,"[-6250, 6954)",9.0,"(-16, 16]",199.0
1205.41015625,"[-6250, 6954)",9.0,"(-16, 16]",58.90220286033354
1839.8671875,"[-6250, 6954)",9.0,"(-16, 16]",-4015.122910508923
2114.09375,"[-6250, 6954)",9.0,"(-16, 16]",-4769.610389610391
2114.37109375,"[-6250, 6954)",9.0,"(-16, 16]",1719.75
2498.19921875,"[-6250, 6954)",9.0,"(-16, 16]",1686.333333333333
2659.06640625,"[-6250, 6954)",9.0,"(-16, 16]",-1059.5600000000004
2871.59375,"[-6250, 6954)",9.0,"(-16, 16]",2011.310606060607
2871.7890625,"[-6250, 6954)",9.0,"(-16, 16]",-1289.195519075974
3051.6953125,"[-6250, 6954)",9.0,"(-16, 16]",-6330.266666666666
3114.875,"[-6250, 6954)",9.0,"(-16, 16]",3701.8608058608056
3403.5546875,"[-6250, 6954)",9.0,"(-16, 16]",1288.6604278074865
3685.4296875,"[-6250, 6954)",9.0,"(-16, 16]",1369.0
3916.83203125,"[-6250, 6954)",9.0,"(-16, 16]",1312.3789473684214
4093.4296875,"[-6250, 6954)",9.0,"(-16, 16]",494.8303437411523
4323.2734375,"[-6250, 6954)",9.0,"(-16, 16]",7509.502347127863
5070.01953125,"[-6250, 6954)",9.0,"(-16, 16]",-667.8000000000002
5288.40234375,"[-6250, 6954)",9.0,"(-16, 16]",-18.875
6072.53125,"[-6250, 6954)",9.0,"(-16, 16]",4449.61111111111
6082.390625,"[-6250, 6954)",9.0,"(-16, 16]",-533.7500000000006
6767.85546875,"[-6250, 6954)",9.0,"(-16, 16]",-1555.097142857143
6991.8984375,"[6954, inf)",9.0,"(-16, 16]",2962.0199999999995
7460.71875,"[6954, inf)",9.0,"(-16, 16]",-2836.5
8571.5703125,"[6954, inf)",9.0,"(-16, 16]",4375.833333333333
8571.5703125,"[6954, inf)",9.0,"(-16, 16]",3030.3342578342363
8613.06640625,"[6954, inf)",9.0,"(-16, 16]",-1931.0392156862745
9317.99609375,"[6954, inf)",9.0,"(-16, 16]",-4713.66
9364.796875,"[6954, inf)",9.0,"(-16, 16]",2272.5436687528745
9763.9921875,"[6954, inf)",9.0,"(-16, 16]",-671.7916666666665
9966.4296875,"[6954, inf)",9.0,"(-16, 16]",10482.75
10165.49609375,"[6954, inf)",9.0,"(-16, 16]",-3791.444444444444
10453.28515625,"[6954, inf)",9.0,"(-16, 16]",2687.7
10453.28515625,"[6954, inf)",9.0,"(-16, 16]",-2601.833333333333
10453.28515625,"[6954, inf)",9.0,"(-16, 16]",-567.996212121212
11450.859375,"[6954, inf)",9.0,"(-16, 16]",-860.8055555555558
12231.45703125,"[6954, inf)",9.0,"(-16, 16]",-1428.2380952380954
12311.73828125,"[6954, inf)",9.0,"(-16, 16]",7.5161904761903315
12619.3515625,"[6954, inf)",9.0,"(-16, 16]",-1788.8000000000004
12959.53125,"[6954, inf)",9.0,"(-16, 16]",-1585.1704545454545
12959.53125,"[6954, inf)",9.0,"(-16, 16]",2795.888888888889
13425.2109375,"[6954, inf)",9.0,"(-16, 16]",-1730.7916666666665
13857.25390625,"[6954, inf)",9.0,"(-16, 16]",1340.8966666666665
15250.5703125,"[6954, inf)",9.0,"(-16, 16]",3913.733333333333
15341.1171875,"[6954, inf)",9.0,"(-16, 16]",-251.7559523809523
15341.1171875,"[6954, inf)",9.0,"(-16, 16]",97.28307692307726
15503.7421875,"[6954, inf)",9.0,"(-16, 16]",566.0170940170938
16170.19921875,"[6954, inf)",9.0,"(-16, 16]",-716.6755555555555
16871.37109375,"[6954, inf)",9.0,"(-16, 16]",-2058.8
17100.7421875,"[6954, inf)",9.0,"(-16, 16]",1673.0322418187952
17772.2734375,"[6954, inf)",9.0,"(-16, 16]",1159.526960603278
17772.2734375,"[6954, inf)",9.0,"(-16, 16]",169.47230769230737
18155.9375,"[6954, inf)",9.0,"(-16, 16]",-168.46794871794827
18155.9375,"[6954, inf)",9.0,"(-16, 16]",-2539.537391304348
19877.671875,"[6954, inf)",9.0,"(-16, 16]",-1078.3333333333335
20130.29296875,"[6954, inf)",9.0,"(-16, 16]",2678.6098901098903
21683.83203125,"[6954, inf)",9.0,"(-16, 16]",-514.6399999999994
21910.92578125,"[6954, inf)",9.0,"(-16, 16]",3284.627692307692
25025.80078125,"[6954, inf)",9.0,"(-16, 16]",3557.625
25154.44140625,"[6954, inf)",9.0,"(-16, 16]",4577.740576177999
25206.08984375,"[6954, inf)",9.0,"(-16, 16]",1679.6666666666665
28059.6484375,"[6954, inf)",9.0,"(-16, 16]",257.03095975232236
28059.6484375,"[6954, inf)",9.0,"(-16, 16]",-7969.272727272728
30146.78515625,"[6954, inf)",9.0,"(-16, 16]",2569.375384615385
30314.97265625,"[6954, inf)",9.0,"(-16, 16]",-3816.9676923076922
34128.50390625,"[6954, inf)",9.0,"(-16, 16]",782.8352030297892
34128.50390625,"[6954, inf)",9.0,"(-16, 16]",144.85714285714266
39011.66796875,"[6954, inf)",9.0,"(-16, 16]",5387.40761904762
39376.4921875,"[6954, inf)",9.0,"(-16, 16]",1524.9542857142858
63237.953125,"[6954, inf)",9.0,"(-16, 16]",952.286153846154
63237.953125,"[6954, inf)",9.0,"(-16, 16]",-531.8579545454545
-48453.3828125,"[-inf, -6250)",10.0,"(-16, 16]",474.80307692307724
-48453.3828125,"[-inf, -6250)",10.0,"(-16, 16]",-1485.6254180602004
-43551.48046875,"[-inf, -6250)",10.0,"(-16, 16]",-637.0522239797419
-43551.48046875,"[-inf, -6250)",10.0,"(-16, 16]",2024.5762476387147
-43551.48046875,"[-inf, -6250)",10.0,"(-16, 16]",1583.4425770308123
-32713.50390625,"[-inf, -6250)",10.0,"(-16, 16]",-5538.6
-32089.69921875,"[-inf, -6250)",10.0,"(-16, 16]",-3261.511363636364
-31746.0625,"[-inf, -6250)",10.0,"(-16, 16]",-1046.663910465582
-31229.2734375,"[-inf, -6250)",10.0,"(-16, 16]",-132.95652173913004
-29355.921875,"[-inf, -6250)",10.0,"(-16, 16]",1555.7999136398005
-26775.859375,"[-inf, -6250)",10.0,"(-16, 16]",1803.0025062656641
-26775.859375,"[-inf, -6250)",10.0,"(-16, 16]",-656.9705882352941
-23569.25390625,"[-inf, -6250)",10.0,"(-16, 16]",214.98769123966667
-22821.91796875,"[-inf, -6250)",10.0,"(-16, 16]",989.4785714285716
-22454.703125,"[-inf, -6250)",10.0,"(-16, 16]",3449.16408252836
-19453.265625,"[-inf, -6250)",10.0,"(-16, 16]",-1830.8770333231248
-17975.4375,"[-inf, -6250)",10.0,"(-16, 16]",641.8000000000002
-16300.87109375,"[-inf, -6250)",10.0,"(-16, 16]",-7985.0
-15425.296875,"[-inf, -6250)",10.0,"(-16, 16]",1048.9818181818182
-14474.21484375,"[-inf, -6250)",10.0,"(-16, 16]",619.4334089035438
-13811.1171875,"[-inf, -6250)",10.0,"(-16, 16]",-1477.003076923077
-13243.86328125,"[-inf, -6250)",10.0,"(-16, 16]",-815.7124699305168
-13113.2421875,"[-inf, -6250)",10.0,"(-16, 16]",786.0470683083295
-12747.4609375,"[-inf, -6250)",10.0,"(-16, 16]",5809.404761904762
-11686.19140625,"[-inf, -6250)",10.0,"(-16, 16]",674.291666666667
-11684.91796875,"[-inf, -6250)",10.0,"(-16, 16]",-2287.065217391304
-10141.1875,"[-inf, -6250)",10.0,"(-16, 16]",3172.9743589743593
-10141.1875,"[-inf, -6250)",10.0,"(-16, 16]",5244.836538461538
