diff_t1k_minc,diff_t1k_minc_bin,ws_diff,ws_diff_bin,steps_diff
-2877.06640625,"[-6250, 6954)",4.0,"(-16, 16]",-11.429951690821323
-2554.96484375,"[-6250, 6954)",4.0,"(-16, 16]",3004.8973684210523
-2273.7734375,"[-6250, 6954)",4.0,"(-16, 16]",267.4025974025972
-2273.7734375,"[-6250, 6954)",4.0,"(-16, 16]",-1090.8076923076933
-1812.81640625,"[-6250, 6954)",4.0,"(-16, 16]",-3011.3777777777777
-1424.6953125,"[-6250, 6954)",4.0,"(-16, 16]",1478.9230769230774
-1312.86328125,"[-6250, 6954)",4.0,"(-16, 16]",1063.269841269841
-1082.86328125,"[-6250, 6954)",4.0,"(-16, 16]",186.44639289525958
-722.12890625,"[-6250, 6954)",4.0,"(-16, 16]",3110.045454545454
-597.734375,"[-6250, 6954)",4.0,"(-16, 16]",6572.440432690768
-590.25390625,"[-6250, 6954)",4.0,"(-16, 16]",201.96182345278385
-236.0703125,"[-6250, 6954)",4.0,"(-16, 16]",524.9405594405589
-198.828125,"[-6250, 6954)",4.0,"(-16, 16]",611.2666666666672
344.20703125,"[-6250, 6954)",4.0,"(-16, 16]",1213.7014900212152
344.20703125,"[-6250, 6954)",4.0,"(-16, 16]",-1037.4945721176773
1048.640625,"[-6250, 6954)",4.0,"(-16, 16]",1081.2647058823532
1048.640625,"[-6250, 6954)",4.0,"(-16, 16]",3267.58069640682
1101.66796875,"[-6250, 6954)",4.0,"(-16, 16]",-3540.564102564103
1340.078125,"[-6250, 6954)",4.0,"(-16, 16]",-3356.839131282197
1582.375,"[-6250, 6954)",4.0,"(-16, 16]",2823.583333333333
1830.3984375,"[-6250, 6954)",4.0,"(-16, 16]",-311.3292307692306
1830.3984375,"[-6250, 6954)",4.0,"(-16, 16]",-433.4705969779569
2490.67578125,"[-6250, 6954)",4.0,"(-16, 16]",7642.365316426351
3258.30078125,"[-6250, 6954)",4.0,"(-16, 16]",-1044.758702204721
3903.03125,"[-6250, 6954)",4.0,"(-16, 16]",1820.533846153845
4042.84375,"[-6250, 6954)",4.0,"(-16, 16]",-2713.2831365382626
4465.421875,"[-6250, 6954)",4.0,"(-16, 16]",-2646.7945965298018
4487.98828125,"[-6250, 6954)",4.0,"(-16, 16]",-524.7666666666664
4726.6328125,"[-6250, 6954)",4.0,"(-16, 16]",1874.9852488597094
5000.58203125,"[-6250, 6954)",4.0,"(-16, 16]",1593.064086439001
5532.15234375,"[-6250, 6954)",4.0,"(-16, 16]",283.46666666666715
6943.0546875,"[-6250, 6954)",4.0,"(-16, 16]",3239.9174248171194
7353.0859375,"[6954, inf)",4.0,"(-16, 16]",1725.418402048488
7674.109375,"[6954, inf)",4.0,"(-16, 16]",-349.641304347826
7714.92578125,"[6954, inf)",4.0,"(-16, 16]",-3973.523333333333
7900.59765625,"[6954, inf)",4.0,"(-16, 16]",-1227.6983564932334
7929.44921875,"[6954, inf)",4.0,"(-16, 16]",758.5514396619673
8008.16796875,"[6954, inf)",4.0,"(-16, 16]",3040.0
8008.16796875,"[6954, inf)",4.0,"(-16, 16]",-1307.3679653679656
8008.16796875,"[6954, inf)",4.0,"(-16, 16]",-2227.4556521739128
8008.16796875,"[6954, inf)",4.0,"(-16, 16]",-374.375
9547.1328125,"[6954, inf)",4.0,"(-16, 16]",1382.0817579765308
10005.37109375,"[6954, inf)",4.0,"(-16, 16]",6200.764531935
10005.37109375,"[6954, inf)",4.0,"(-16, 16]",1093.875
10475.0546875,"[6954, inf)",4.0,"(-16, 16]",612.8888888888888
10577.74609375,"[6954, inf)",4.0,"(-16, 16]",-3213.5999999999995
10577.74609375,"[6954, inf)",4.0,"(-16, 16]",-459.840336134454
10791.3515625,"[6954, inf)",4.0,"(-16, 16]",-3598.4773002378124
11155.51171875,"[6954, inf)",4.0,"(-16, 16]",1967.0666666666666
11223.9921875,"[6954, inf)",4.0,"(-16, 16]",5423.765182186234
11349.744140625,"[6954, inf)",4.0,"(-16, 16]",-384.33750000000015
11457.640625,"[6954, inf)",4.0,"(-16, 16]",4814.961538461539
11461.18359375,"[6954, inf)",4.0,"(-16, 16]",-1589.8846153846152
13398.90625,"[6954, inf)",4.0,"(-16, 16]",-2138.772727272727
14429.4296875,"[6954, inf)",4.0,"(-16, 16]",1932.9999999999993
14968.0,"[6954, inf)",4.0,"(-16, 16]",-42.53832873781221
15341.1171875,"[6954, inf)",4.0,"(-16, 16]",2166.0256410256416
15341.1171875,"[6954, inf)",4.0,"(-16, 16]",504.4491978609626
15341.1171875,"[6954, inf)",4.0,"(-16, 16]",-4473.954887218045
17062.55859375,"[6954, inf)",4.0,"(-16, 16]",993.4923076923077
18558.75,"[6954, inf)",4.0,"(-16, 16]",1067.5483333333336
19209.26953125,"[6954, inf)",4.0,"(-16, 16]",3429.328879065387
20313.8359375,"[6954, inf)",4.0,"(-16, 16]",-2990.5244444444447
23524.6328125,"[6954, inf)",4.0,"(-16, 16]",2297.2727272727275
26396.5234375,"[6954, inf)",4.0,"(-16, 16]",951.875
26404.734375,"[6954, inf)",4.0,"(-16, 16]",-4502.768888888889
28059.6484375,"[6954, inf)",4.0,"(-16, 16]",-1050.4166666666665
28802.0390625,"[6954, inf)",4.0,"(-16, 16]",-2342.926007892014
29930.80078125,"[6954, inf)",4.0,"(-16, 16]",2336.083736110317
31131.078125,"[6954, inf)",4.0,"(-16, 16]",-1410.1863354037268
32492.9375,"[6954, inf)",4.0,"(-16, 16]",-130.23333333333358
36953.71875,"[6954, inf)",4.0,"(-16, 16]",-301.573215360022
,,4.0,"(-16, 16]",-3179.333333333333
,,4.0,"(-16, 16]",148.419117647059
,,4.0,"(-16, 16]",-351.1082251082248
,,4.0,"(-16, 16]",4395.413636363636
-28637.69921875,"[-inf, -6250)",5.0,"(-16, 16]",4257.782051282052
-27558.71484375,"[-inf, -6250)",5.0,"(-16, 16]",-6948.381009615385
-27009.40625,"[-inf, -6250)",5.0,"(-16, 16]",333.2585283656008
-23821.546875,"[-inf, -6250)",5.0,"(-16, 16]",-2592.9687719073936
-23249.875,"[-inf, -6250)",5.0,"(-16, 16]",-195.0
-22475.5703125,"[-inf, -6250)",5.0,"(-16, 16]",-2897.404761904762
-20738.94921875,"[-inf, -6250)",5.0,"(-16, 16]",-693.3332139059672
-20324.30859375,"[-inf, -6250)",5.0,"(-16, 16]",-1707.5419617407895
-19732.3671875,"[-inf, -6250)",5.0,"(-16, 16]",745.9773755656109
-19523.7265625,"[-inf, -6250)",5.0,"(-16, 16]",55.585714285714396
-19100.5546875,"[-inf, -6250)",5.0,"(-16, 16]",-393.5031117079408
-16512.541015625,"[-inf, -6250)",5.0,"(-16, 16]",389.5492307692312
-16346.87109375,"[-inf, -6250)",5.0,"(-16, 16]",227.55083891076904
-15943.015625,"[-inf, -6250)",5.0,"(-16, 16]",2835.0333333333338
-15829.5390625,"[-inf, -6250)",5.0,"(-16, 16]",-555.95
-13903.91015625,"[-inf, -6250)",5.0,"(-16, 16]",1152.8315217391305
-13089.40625,"[-inf, -6250)",5.0,"(-16, 16]",-902.6095238095239
-12127.39453125,"[-inf, -6250)",5.0,"(-16, 16]",-2528.6133333333332
-10292.43359375,"[-inf, -6250)",5.0,"(-16, 16]",609.304761904762
-10015.38671875,"[-inf, -6250)",5.0,"(-16, 16]",821.1088872201285
-9841.20703125,"[-inf, -6250)",5.0,"(-16, 16]",-1604.1509090909094
-9759.109375,"[-inf, -6250)",5.0,"(-16, 16]",3390.896815370384
-9527.60546875,"[-inf, -6250)",5.0,"(-16, 16]",-5157.96
-8799.9609375,"[-inf, -6250)",5.0,"(-16, 16]",788.3461538461542
-8071.09765625,"[-inf, -6250)",5.0,"(-16, 16]",368.5704667837777
-7815.15234375,"[-inf, -6250)",5.0,"(-16, 16]",1623.2377118462173
-7481.9375,"[-inf, -6250)",5.0,"(-16, 16]",-294.9444444444444
-7176.98828125,"[-inf, -6250)",5.0,"(-16, 16]",1155.5
-6692.98046875,"[-inf, -6250)",5.0,"(-16, 16]",7047.359430380511
-6586.74609375,"[-inf, -6250)",5.0,"(-16, 16]",4366.16
-6586.74609375,"[-inf, -6250)",5.0,"(-16, 16]",-635.880000000001
-5727.6875,"[-6250, 6954)",5.0,"(-16, 16]",3588.1703296703295
-5198.9765625,"[-6250, 6954)",5.0,"(-16, 16]",-5256.743589743589
-5085.26953125,"[-6250, 6954)",5.0,"(-16, 16]",3111.61531372232
-5054.140625,"[-6250, 6954)",5.0,"(-16, 16]",1790.446969696969
-4914.63671875,"[-6250, 6954)",5.0,"(-16, 16]",100.5
-4468.69921875,"[-6250, 6954)",5.0,"(-16, 16]",4718.24
-3744.375,"[-6250, 6954)",5.0,"(-16, 16]",-1324.9915787418633
-3744.375,"[-6250, 6954)",5.0,"(-16, 16]",-2732.7794117647063
-3114.875,"[-6250, 6954)",5.0,"(-16, 16]",-322.95076923076977
-2537.3828125,"[-6250, 6954)",5.0,"(-16, 16]",-8370.416666666666
-2396.9609375,"[-6250, 6954)",5.0,"(-16, 16]",-148.5857142857149
-2015.96484375,"[-6250, 6954)",5.0,"(-16, 16]",-1719.1716666666669
-1868.1171875,"[-6250, 6954)",5.0,"(-16, 16]",-1061.1
-1637.5234375,"[-6250, 6954)",5.0,"(-16, 16]",-78.1045117220001
-1369.65625,"[-6250, 6954)",5.0,"(-16, 16]",-386.3093083326712
-1282.6015625,"[-6250, 6954)",5.0,"(-16, 16]",-268.09523809523847
-538.9609375,"[-6250, 6954)",5.0,"(-16, 16]",-1707.3670257827946
-507.63671875,"[-6250, 6954)",5.0,"(-16, 16]",3482.103076923077
-380.08203125,"[-6250, 6954)",5.0,"(-16, 16]",-140.9188596491231
544.04296875,"[-6250, 6954)",5.0,"(-16, 16]",-971.0
2377.0546875,"[-6250, 6954)",5.0,"(-16, 16]",-4017.6743738721166
2950.3515625,"[-6250, 6954)",5.0,"(-16, 16]",-4525.6399999999985
3735.2109375,"[-6250, 6954)",5.0,"(-16, 16]",1805.6019451947727
4766.578125,"[-6250, 6954)",5.0,"(-16, 16]",-6226.64923076923
5335.078125,"[-6250, 6954)",5.0,"(-16, 16]",2273.726315789473
5912.6328125,"[-6250, 6954)",5.0,"(-16, 16]",-1475.916666666667
5912.6328125,"[-6250, 6954)",5.0,"(-16, 16]",7313.386363636364
5944.81640625,"[-6250, 6954)",5.0,"(-16, 16]",-2148.633333333333
6305.5625,"[-6250, 6954)",5.0,"(-16, 16]",22.180526441426533
7066.79296875,"[6954, inf)",5.0,"(-16, 16]",385.6186731947018
7540.12890625,"[6954, inf)",5.0,"(-16, 16]",1908.4100000000005
8322.40234375,"[6954, inf)",5.0,"(-16, 16]",-3418.23
8760.625,"[6954, inf)",5.0,"(-16, 16]",3185.605351170569
9299.59375,"[6954, inf)",5.0,"(-16, 16]",-980.5
10095.828125,"[6954, inf)",5.0,"(-16, 16]",536.1605023463185
10337.22265625,"[6954, inf)",5.0,"(-16, 16]",-771.9753846153843
10994.1796875,"[6954, inf)",5.0,"(-16, 16]",0.321428571429351
11237.52734375,"[6954, inf)",5.0,"(-16, 16]",-481.9507692307697
11437.921875,"[6954, inf)",5.0,"(-16, 16]",-1457.1739130434785
11648.3671875,"[6954, inf)",5.0,"(-16, 16]",1732.1875443872732
11919.296875,"[6954, inf)",5.0,"(-16, 16]",-4002.729411764707
11919.296875,"[6954, inf)",5.0,"(-16, 16]",1449.1876923076925
13087.796875,"[6954, inf)",5.0,"(-16, 16]",550.1877127791851
13426.43359375,"[6954, inf)",5.0,"(-16, 16]",-3832.652777777778
13903.91015625,"[6954, inf)",5.0,"(-16, 16]",-6833.702429149797
14611.87109375,"[6954, inf)",5.0,"(-16, 16]",49.375
14848.734375,"[6954, inf)",5.0,"(-16, 16]",-1834.977777777778
15848.47265625,"[6954, inf)",5.0,"(-16, 16]",-973.2380952380953
15959.70703125,"[6954, inf)",5.0,"(-16, 16]",-2249.315314430044
15959.70703125,"[6954, inf)",5.0,"(-16, 16]",1784.5714285714284
15959.70703125,"[6954, inf)",5.0,"(-16, 16]",1581.0892857142858
16589.01953125,"[6954, inf)",5.0,"(-16, 16]",-371.7363273077499
16685.859375,"[6954, inf)",5.0,"(-16, 16]",-1744.4705882352937
16835.87890625,"[6954, inf)",5.0,"(-16, 16]",3379.271739130435
16835.87890625,"[6954, inf)",5.0,"(-16, 16]",962.3558345574593
16835.87890625,"[6954, inf)",5.0,"(-16, 16]",563.1683414114405
16835.87890625,"[6954, inf)",5.0,"(-16, 16]",4099.538461538462
16835.87890625,"[6954, inf)",5.0,"(-16, 16]",316.375
16888.6015625,"[6954, inf)",5.0,"(-16, 16]",419.3999999999997
18478.3671875,"[6954, inf)",5.0,"(-16, 16]",964.7136752136753
19230.1484375,"[6954, inf)",5.0,"(-16, 16]",-3773.5822814621993
20389.82421875,"[6954, inf)",5.0,"(-16, 16]",2884.33042094069
21507.6875,"[6954, inf)",5.0,"(-16, 16]",-58.420168067226776
21507.6875,"[6954, inf)",5.0,"(-16, 16]",152.60576923076906
23072.63671875,"[6954, inf)",5.0,"(-16, 16]",5162.02
24093.4453125,"[6954, inf)",5.0,"(-16, 16]",725.4617125492861
25073.3203125,"[6954, inf)",5.0,"(-16, 16]",-2981.373626373626
25438.7421875,"[6954, inf)",5.0,"(-16, 16]",2089.458333333333
26303.6875,"[6954, inf)",5.0,"(-16, 16]",-1295.106060606061
26303.6875,"[6954, inf)",5.0,"(-16, 16]",-452.27272727272754
27840.21875,"[6954, inf)",5.0,"(-16, 16]",4593.909922984074
28108.9453125,"[6954, inf)",5.0,"(-16, 16]",-401.0625
28108.9453125,"[6954, inf)",5.0,"(-16, 16]",822.4117647058824
28108.9453125,"[6954, inf)",5.0,"(-16, 16]",-708.3333333333335
28108.9453125,"[6954, inf)",5.0,"(-16, 16]",816.8687728835989
28108.9453125,"[6954, inf)",5.0,"(-16, 16]",256.6245949171034
32211.98046875,"[6954, inf)",5.0,"(-16, 16]",-1201.9630434782594
36741.171875,"[6954, inf)",5.0,"(-16, 16]",-2828.873043478261
37593.0078125,"[6954, inf)",5.0,"(-16, 16]",-301.99833333333345
59881.6015625,"[6954, inf)",5.0,"(-16, 16]",-15.08333333333303
66227.7265625,"[6954, inf)",5.0,"(-16, 16]",17.221066065053947
,,5.0,"(-16, 16]",-1574.918421052632
,,5.0,"(-16, 16]",2322.1857033792826
,,5.0,"(-16, 16]",7014.623188405797
,,5.0,"(-16, 16]",-366.96615384615416
-47822.4765625,"[-inf, -6250)",6.0,"(-16, 16]",4892.835
-37161.8671875,"[-inf, -6250)",6.0,"(-16, 16]",1232.6829240608226
-37161.8671875,"[-inf, -6250)",6.0,"(-16, 16]",1909.053655054558
-36228.47265625,"[-inf, -6250)",6.0,"(-16, 16]",948.7142857142858
-35742.54296875,"[-inf, -6250)",6.0,"(-16, 16]",-3.534090909090992
-34987.1640625,"[-inf, -6250)",6.0,"(-16, 16]",606.2431232483004
-32428.80859375,"[-inf, -6250)",6.0,"(-16, 16]",-549.8855113989583
-31651.23046875,"[-inf, -6250)",6.0,"(-16, 16]",867.7740384615381
-29349.46875,"[-inf, -6250)",6.0,"(-16, 16]",107.04986441101164
-28502.72265625,"[-inf, -6250)",6.0,"(-16, 16]",2134.1804302059422
-27042.3046875,"[-inf, -6250)",6.0,"(-16, 16]",-10632.75
-24723.84765625,"[-inf, -6250)",6.0,"(-16, 16]",-241.19047619047612
-23544.87890625,"[-inf, -6250)",6.0,"(-16, 16]",-1693.2399999999998
-22084.69921875,"[-inf, -6250)",6.0,"(-16, 16]",2060.233974358974
-21591.16796875,"[-inf, -6250)",6.0,"(-16, 16]",-828.6876923076926
-20479.234375,"[-inf, -6250)",6.0,"(-16, 16]",-1341.2635091150005
-19659.265625,"[-inf, -6250)",6.0,"(-16, 16]",564.2333333333336
-19659.265625,"[-inf, -6250)",6.0,"(-16, 16]",-1143.5961904761905
-19368.73828125,"[-inf, -6250)",6.0,"(-16, 16]",1907.25
-18300.30078125,"[-inf, -6250)",6.0,"(-16, 16]",-551.0904678427269
-17994.09375,"[-inf, -6250)",6.0,"(-16, 16]",-1508.6400000000006
-17284.546875,"[-inf, -6250)",6.0,"(-16, 16]",3210.476190476191
-16692.484375,"[-inf, -6250)",6.0,"(-16, 16]",6514.959999999999
-15324.48828125,"[-inf, -6250)",6.0,"(-16, 16]",5548.615384615385
-14715.52734375,"[-inf, -6250)",6.0,"(-16, 16]",-542.8000000000002
-14651.83203125,"[-inf, -6250)",6.0,"(-16, 16]",937.6646153846159
-14089.19921875,"[-inf, -6250)",6.0,"(-16, 16]",2772.9240760998678
-13300.625,"[-inf, -6250)",6.0,"(-16, 16]",2428.1563636363644
-11368.2109375,"[-inf, -6250)",6.0,"(-16, 16]",1593.6999999999996
-11368.2109375,"[-inf, -6250)",6.0,"(-16, 16]",1137.6785714285716
-10656.5390625,"[-inf, -6250)",6.0,"(-16, 16]",-2233.138461538462
-10029.0,"[-inf, -6250)",6.0,"(-16, 16]",1248.7578461176245
-9123.6015625,"[-inf, -6250)",6.0,"(-16, 16]",-4543.627518781367
-9060.6796875,"[-inf, -6250)",6.0,"(-16, 16]",1396.2986644702194
-8162.72265625,"[-inf, -6250)",6.0,"(-16, 16]",171.16176470588292
-8078.0234375,"[-inf, -6250)",6.0,"(-16, 16]",-7831.714285714286
-7682.3515625,"[-inf, -6250)",6.0,"(-16, 16]",-1555.0538461538456
-6943.0546875,"[-inf, -6250)",6.0,"(-16, 16]",-2869.4231578947365
-6943.0546875,"[-inf, -6250)",6.0,"(-16, 16]",-1690.5192307692307
-6943.0546875,"[-inf, -6250)",6.0,"(-16, 16]",-4174.428571428573
-6684.02734375,"[-inf, -6250)",6.0,"(-16, 16]",2170.51151885912
-6074.37890625,"[-6250, 6954)",6.0,"(-16, 16]",-1463.2208787615039
-6074.37890625,"[-6250, 6954)",6.0,"(-16, 16]",-336.69478157221835
-5758.10546875,"[-6250, 6954)",6.0,"(-16, 16]",-2612.142857142857
-5629.49609375,"[-6250, 6954)",6.0,"(-16, 16]",-6977.340354222954
-4984.76953125,"[-6250, 6954)",6.0,"(-16, 16]",-4246.323868160343
-4984.76953125,"[-6250, 6954)",6.0,"(-16, 16]",-6374.675982161209
-4673.8125,"[-6250, 6954)",6.0,"(-16, 16]",1304.5
-4272.125,"[-6250, 6954)",6.0,"(-16, 16]",1074.662512232047
-4155.1640625,"[-6250, 6954)",6.0,"(-16, 16]",467.25752508361165
-3559.7421875,"[-6250, 6954)",6.0,"(-16, 16]",1647.0510312029526
-3256.80859375,"[-6250, 6954)",6.0,"(-16, 16]",5998.4739697263985
-3256.80859375,"[-6250, 6954)",6.0,"(-16, 16]",255.44210526315786
-3256.80859375,"[-6250, 6954)",6.0,"(-16, 16]",-67.88888888888869
-2352.296875,"[-6250, 6954)",6.0,"(-16, 16]",1783.0
-2164.18359375,"[-6250, 6954)",6.0,"(-16, 16]",2616.6914070938888
-1972.828125,"[-6250, 6954)",6.0,"(-16, 16]",1556.5463071042411
-1895.40234375,"[-6250, 6954)",6.0,"(-16, 16]",5559.320972695999
-1861.9765625,"[-6250, 6954)",6.0,"(-16, 16]",2159.7205882352937
-1636.77734375,"[-6250, 6954)",6.0,"(-16, 16]",-4647.666666666667
-1232.33203125,"[-6250, 6954)",6.0,"(-16, 16]",-773.1530879131527
-1232.33203125,"[-6250, 6954)",6.0,"(-16, 16]",-2557.1809517332103
-242.65234375,"[-6250, 6954)",6.0,"(-16, 16]",1152.8123990076754
-48.98828125,"[-6250, 6954)",6.0,"(-16, 16]",1960.6255411255408
213.3515625,"[-6250, 6954)",6.0,"(-16, 16]",-1202.8035714285716
445.4140625,"[-6250, 6954)",6.0,"(-16, 16]",-4168.86111111111
1726.890625,"[-6250, 6954)",6.0,"(-16, 16]",-588.0148124158668
2054.56640625,"[-6250, 6954)",6.0,"(-16, 16]",2708.74358974359
2197.1953125,"[-6250, 6954)",6.0,"(-16, 16]",-693.4304347826088
2427.3046875,"[-6250, 6954)",6.0,"(-16, 16]",656.5034298619727
2511.53125,"[-6250, 6954)",6.0,"(-16, 16]",1719.0285714285721
3982.90234375,"[-6250, 6954)",6.0,"(-16, 16]",3015.0
3982.90234375,"[-6250, 6954)",6.0,"(-16, 16]",4218.1923076923085
3993.12890625,"[-6250, 6954)",6.0,"(-16, 16]",-399.98928683695794
4045.8828125,"[-6250, 6954)",6.0,"(-16, 16]",119.94666666666672
4064.87890625,"[-6250, 6954)",6.0,"(-16, 16]",-3754.289230769231
4457.33984375,"[-6250, 6954)",6.0,"(-16, 16]",-7010.093333333332
4457.33984375,"[-6250, 6954)",6.0,"(-16, 16]",-3540.1739130434776
5233.75390625,"[-6250, 6954)",6.0,"(-16, 16]",1328.6507936507935
5652.76171875,"[-6250, 6954)",6.0,"(-16, 16]",-1042.5250186925
5652.76171875,"[-6250, 6954)",6.0,"(-16, 16]",-616.7412483570951
6140.53515625,"[-6250, 6954)",6.0,"(-16, 16]",5604.3380566801625
7147.73046875,"[6954, inf)",6.0,"(-16, 16]",-4139.007739513775
8071.09765625,"[6954, inf)",6.0,"(-16, 16]",1049.6220807705217
8540.76171875,"[6954, inf)",6.0,"(-16, 16]",1581.225369835
8540.76171875,"[6954, inf)",6.0,"(-16, 16]",-1251.5211018923992
9163.52734375,"[6954, inf)",6.0,"(-16, 16]",-1003.3076923076924
9317.99609375,"[6954, inf)",6.0,"(-16, 16]",-120.10000000000036
9317.99609375,"[6954, inf)",6.0,"(-16, 16]",2234.3095238095234
9842.640625,"[6954, inf)",6.0,"(-16, 16]",236.87552404165763
11929.79296875,"[6954, inf)",6.0,"(-16, 16]",459.9166666666665
13352.2734375,"[6954, inf)",6.0,"(-16, 16]",630.4646136950388
13406.19921875,"[6954, inf)",6.0,"(-16, 16]",-943.125
13406.19921875,"[6954, inf)",6.0,"(-16, 16]",693.1010101010103
13406.19921875,"[6954, inf)",6.0,"(-16, 16]",-2290.714285714285
13430.14453125,"[6954, inf)",6.0,"(-16, 16]",-961.4355555555558
13931.70703125,"[6954, inf)",6.0,"(-16, 16]",450.91925465838494
14458.62890625,"[6954, inf)",6.0,"(-16, 16]",859.3478260869565
15121.09765625,"[6954, inf)",6.0,"(-16, 16]",-3891.181833510147
15425.296875,"[6954, inf)",6.0,"(-16, 16]",-482.3436507354963
15425.296875,"[6954, inf)",6.0,"(-16, 16]",3954.791666666666
15425.296875,"[6954, inf)",6.0,"(-16, 16]",-1216.088235294118
15821.4765625,"[6954, inf)",6.0,"(-16, 16]",-2275.653320314375
17396.1953125,"[6954, inf)",6.0,"(-16, 16]",1636.0857142857144
18842.9765625,"[6954, inf)",6.0,"(-16, 16]",-1031.1583333333338
19100.20703125,"[6954, inf)",6.0,"(-16, 16]",802.4583333333335
20276.41015625,"[6954, inf)",6.0,"(-16, 16]",1910.0
20548.4453125,"[6954, inf)",6.0,"(-16, 16]",4871.653846153846
20548.4453125,"[6954, inf)",6.0,"(-16, 16]",-1879.0714285714284
20548.4453125,"[6954, inf)",6.0,"(-16, 16]",24.560606060606002
20871.50390625,"[6954, inf)",6.0,"(-16, 16]",2283.173076923077
22119.51953125,"[6954, inf)",6.0,"(-16, 16]",1517.1958041958032
22241.1484375,"[6954, inf)",6.0,"(-16, 16]",2665.7200000000007
26041.7578125,"[6954, inf)",6.0,"(-16, 16]",875.5989010989015
28793.046875,"[6954, inf)",6.0,"(-16, 16]",-2471.1222222222227
31014.7109375,"[6954, inf)",6.0,"(-16, 16]",2867.6923076923076
32164.1171875,"[6954, inf)",6.0,"(-16, 16]",1841.2435897435892
38937.1875,"[6954, inf)",6.0,"(-16, 16]",-426.70400560836515
47614.3359375,"[6954, inf)",6.0,"(-16, 16]",-2148.8469565217392
47614.3359375,"[6954, inf)",6.0,"(-16, 16]",2059.0
47614.3359375,"[6954, inf)",6.0,"(-16, 16]",-3853.5745454545454
,,6.0,"(-16, 16]",2773.222222222222
-38937.1875,"[-inf, -6250)",7.0,"(-16, 16]",2418.713554987212
-37477.8984375,"[-inf, -6250)",7.0,"(-16, 16]",-9317.332307692308
-35714.3125,"[-inf, -6250)",7.0,"(-16, 16]",1802.4069264069253
-31415.42578125,"[-inf, -6250)",7.0,"(-16, 16]",6275.051282051281
-31041.0390625,"[-inf, -6250)",7.0,"(-16, 16]",-185.75
-31041.0390625,"[-inf, -6250)",7.0,"(-16, 16]",-559.1210526315788
-31041.0390625,"[-inf, -6250)",7.0,"(-16, 16]",1207.9464285714284
-27783.23828125,"[-inf, -6250)",7.0,"(-16, 16]",1194.5972263353588
-26909.2578125,"[-inf, -6250)",7.0,"(-16, 16]",1443.5972222222226
-23566.52734375,"[-inf, -6250)",7.0,"(-16, 16]",1071.5323358491976
-22637.578125,"[-inf, -6250)",7.0,"(-16, 16]",-5638.6399999999985
-21768.6015625,"[-inf, -6250)",7.0,"(-16, 16]",2434.714285714285
-21768.6015625,"[-inf, -6250)",7.0,"(-16, 16]",-1242.9930826777074
-21767.109375,"[-inf, -6250)",7.0,"(-16, 16]",920.230417399462
-19505.8203125,"[-inf, -6250)",7.0,"(-16, 16]",-375.317894736842
-18724.19140625,"[-inf, -6250)",7.0,"(-16, 16]",-849.5
-18332.4140625,"[-inf, -6250)",7.0,"(-16, 16]",18393.897435897437
-18128.45703125,"[-inf, -6250)",7.0,"(-16, 16]",299.36263736263714
-17478.90625,"[-inf, -6250)",7.0,"(-16, 16]",2241.3076923076924
-16589.01953125,"[-inf, -6250)",7.0,"(-16, 16]",-255.125
-15682.08203125,"[-inf, -6250)",7.0,"(-16, 16]",881.9396940191427
-15640.10546875,"[-inf, -6250)",7.0,"(-16, 16]",-2288.340909090909
-14586.0859375,"[-inf, -6250)",7.0,"(-16, 16]",571.8294117647065
-13500.42578125,"[-inf, -6250)",7.0,"(-16, 16]",-128.75
-12916.578125,"[-inf, -6250)",7.0,"(-16, 16]",335.4804506111013
-12887.23046875,"[-inf, -6250)",7.0,"(-16, 16]",2697.913333333333
-12426.4765625,"[-inf, -6250)",7.0,"(-16, 16]",-590.0454545454545
-11793.46875,"[-inf, -6250)",7.0,"(-16, 16]",4086.833333333334
-11793.46875,"[-inf, -6250)",7.0,"(-16, 16]",-1317.9799999999996
-11793.46875,"[-inf, -6250)",7.0,"(-16, 16]",2563.279487179487
-11331.8671875,"[-inf, -6250)",7.0,"(-16, 16]",-1501.5200000000007
-11236.38671875,"[-inf, -6250)",7.0,"(-16, 16]",-401.6902848623995
-10453.28515625,"[-inf, -6250)",7.0,"(-16, 16]",-799.3264357107691
-10453.28515625,"[-inf, -6250)",7.0,"(-16, 16]",-3541.84
-10453.28515625,"[-inf, -6250)",7.0,"(-16, 16]",-2329.8622067123792
-10009.5390625,"[-inf, -6250)",7.0,"(-16, 16]",192.60769230769074
-10003.32421875,"[-inf, -6250)",7.0,"(-16, 16]",3067.0092307692303
-10003.32421875,"[-inf, -6250)",7.0,"(-16, 16]",750.3400000000001
-8344.375,"[-inf, -6250)",7.0,"(-16, 16]",-179.51782063003566
-7620.1796875,"[-inf, -6250)",7.0,"(-16, 16]",704.7185408288574
-7195.1171875,"[-inf, -6250)",7.0,"(-16, 16]",1601.3557692307693
-7195.1171875,"[-inf, -6250)",7.0,"(-16, 16]",810.195652173913
-5801.5546875,"[-6250, 6954)",7.0,"(-16, 16]",1039.4605263157896
-5411.390625,"[-6250, 6954)",7.0,"(-16, 16]",-297.27559288525384
-5411.390625,"[-6250, 6954)",7.0,"(-16, 16]",-1040.6128421501617
-4762.01171875,"[-6250, 6954)",7.0,"(-16, 16]",1567.8999999999994
-3700.9140625,"[-6250, 6954)",7.0,"(-16, 16]",2823.7058823529414
-3565.94921875,"[-6250, 6954)",7.0,"(-16, 16]",1734.763636363636
