steps_diff,ws_diff,ws_diff_bin,Move Season
722.7045454545455,-3.0,"(-16, 16]",Spring
1993.5,-3.0,"(-16, 16]",Spring
316.1683333333335,-3.0,"(-16, 16]",Spring
6419.852941176469,-3.0,"(-16, 16]",Spring
-1042.2013888888887,-3.0,"(-16, 16]",Fall
-792.24,-3.0,"(-16, 16]",Winter
-47.469696969697,-3.0,"(-16, 16]",Spring
-2687.0832567307143,-3.0,"(-16, 16]",Fall
-5674.541666666666,-3.0,"(-16, 16]",Spring
-4063.581176470589,-3.0,"(-16, 16]",Fall
-1177.2619047619044,-3.0,"(-16, 16]",Fall
-1832.990942028986,-3.0,"(-16, 16]",Fall
905.0324675324672,-3.0,"(-16, 16]",Winter
3456.3452380952367,-3.0,"(-16, 16]",Spring
-8429.214285714283,-3.0,"(-16, 16]",Spring
1289.6142857142854,-3.0,"(-16, 16]",Spring
-22.54166666666697,-3.0,"(-16, 16]",Summer
675.105263157895,-3.0,"(-16, 16]",Winter
1975.554545454545,-3.0,"(-16, 16]",Fall
1359.9698957161872,-3.0,"(-16, 16]",Winter
1308.5064935064931,-3.0,"(-16, 16]",Fall
1644.0277777777774,-3.0,"(-16, 16]",Winter
4514.719780219781,-3.0,"(-16, 16]",Summer
-34.43840579710195,-3.0,"(-16, 16]",Summer
1827.270833333333,-3.0,"(-16, 16]",Winter
1969.125,-3.0,"(-16, 16]",Summer
398.8000000000001,-3.0,"(-16, 16]",Fall
1147.304347826087,-3.0,"(-16, 16]",Fall
-476.375,-3.0,"(-16, 16]",Winter
1090.0650000000003,-3.0,"(-16, 16]",Summer
578.416666666667,-3.0,"(-16, 16]",Winter
-3908.866309486024,-3.0,"(-16, 16]",Spring
871.9326923076924,-3.0,"(-16, 16]",Summer
559.102272727273,-3.0,"(-16, 16]",Summer
-3010.770833333333,-3.0,"(-16, 16]",Winter
2791.3061538461548,-3.0,"(-16, 16]",Summer
-2314.401234387161,-3.0,"(-16, 16]",Summer
-1597.541666666667,-3.0,"(-16, 16]",Summer
-1433.1875,-3.0,"(-16, 16]",Summer
-1510.208333333333,-3.0,"(-16, 16]",Summer
1457.1791992190836,-3.0,"(-16, 16]",Winter
1799.7857142857147,-3.0,"(-16, 16]",Spring
467.90476190476153,-3.0,"(-16, 16]",Spring
1450.75,-3.0,"(-16, 16]",Winter
2790.4676923076922,-3.0,"(-16, 16]",Winter
1116.742424242424,-3.0,"(-16, 16]",Summer
5718.428571428572,-3.0,"(-16, 16]",Winter
-3090.241666666667,-3.0,"(-16, 16]",Fall
2639.359157218636,-3.0,"(-16, 16]",Fall
1926.6086818041604,-3.0,"(-16, 16]",Winter
1354.489083221154,-3.0,"(-16, 16]",Spring
4568.47743280358,-3.0,"(-16, 16]",Summer
2581.864026084031,-3.0,"(-16, 16]",Winter
7827.080976044392,-3.0,"(-16, 16]",Summer
3.3220920323992686,-3.0,"(-16, 16]",Summer
296.79437976471763,-3.0,"(-16, 16]",Spring
532.2884421714155,-3.0,"(-16, 16]",Spring
-1149.1215384615386,-3.0,"(-16, 16]",Summer
-732.1529411764703,-3.0,"(-16, 16]",Winter
-2382.9446153846147,-3.0,"(-16, 16]",Summer
-1703.185734966014,-3.0,"(-16, 16]",Summer
-294.7222222222222,-3.0,"(-16, 16]",Winter
-3592.29,-3.0,"(-16, 16]",Spring
102.90874878865792,-3.0,"(-16, 16]",Fall
1247.7906153737144,-3.0,"(-16, 16]",Winter
-89.280632411067,-3.0,"(-16, 16]",Summer
-358.90476190476153,-3.0,"(-16, 16]",Fall
-676.833333333333,-3.0,"(-16, 16]",Fall
-198.20880839629672,-3.0,"(-16, 16]",Fall
-574.8610767013362,-3.0,"(-16, 16]",Fall
2267.75,-3.0,"(-16, 16]",Fall
6609.447692307692,-3.0,"(-16, 16]",Summer
-688.9647435897441,-3.0,"(-16, 16]",Winter
-1417.822222222223,-3.0,"(-16, 16]",Winter
1147.6153846153848,-3.0,"(-16, 16]",Winter
-5226.1,-3.0,"(-16, 16]",Fall
1752.8076923076926,-3.0,"(-16, 16]",Summer
-102.30205949656738,-3.0,"(-16, 16]",Fall
668.2646153846154,-3.0,"(-16, 16]",Fall
2182.69629977944,-3.0,"(-16, 16]",Summer
715.3076923076924,-3.0,"(-16, 16]",Fall
2841.222222222222,-3.0,"(-16, 16]",Fall
-1343.0874755830714,-3.0,"(-16, 16]",Winter
216.4,-3.0,"(-16, 16]",Fall
-4538.26,-3.0,"(-16, 16]",Summer
-1469.3446153846153,-3.0,"(-16, 16]",Winter
-1524.6499999999994,-3.0,"(-16, 16]",Summer
-3504.9219047619044,-3.0,"(-16, 16]",Spring
-268.71428571428584,-2.0,"(-16, 16]",Winter
-2462.833333333333,-2.0,"(-16, 16]",Winter
395.8131868131868,-2.0,"(-16, 16]",Fall
1303.4285714285716,-2.0,"(-16, 16]",Fall
-2621.142857142857,-2.0,"(-16, 16]",Summer
3167.6916666666657,-2.0,"(-16, 16]",Summer
1860.6292617682464,-2.0,"(-16, 16]",Winter
1267.173992673992,-2.0,"(-16, 16]",Spring
484.2692307692309,-2.0,"(-16, 16]",Summer
-50.25,-2.0,"(-16, 16]",Fall
-1103.1764705882354,-2.0,"(-16, 16]",Fall
-529.8333333333333,-2.0,"(-16, 16]",Fall
-4094.333333333334,-2.0,"(-16, 16]",Summer
-1730.5,-2.0,"(-16, 16]",Fall
700.5693779904304,-2.0,"(-16, 16]",Summer
-141.1421052631581,-2.0,"(-16, 16]",Winter
1419.7391049162634,-2.0,"(-16, 16]",Summer
-1259.9220135031535,-2.0,"(-16, 16]",Spring
-2089.6298114,-2.0,"(-16, 16]",Spring
-3707.6105263157897,-2.0,"(-16, 16]",Spring
1185.1923076923074,-2.0,"(-16, 16]",Spring
1923.9117126483402,-2.0,"(-16, 16]",Fall
878.6766917293235,-2.0,"(-16, 16]",Summer
1516.9772727272727,-2.0,"(-16, 16]",Fall
158.48484848484802,-2.0,"(-16, 16]",Spring
-1138.4993145197232,-2.0,"(-16, 16]",Spring
4813.0,-2.0,"(-16, 16]",Summer
2343.471583045833,-2.0,"(-16, 16]",Fall
13.35576923076951,-2.0,"(-16, 16]",Spring
-2271.690769230769,-2.0,"(-16, 16]",Fall
-123.44444444444436,-2.0,"(-16, 16]",Fall
799.0163043478259,-2.0,"(-16, 16]",Spring
-1569.9406045551252,-2.0,"(-16, 16]",Fall
487.72222222222166,-2.0,"(-16, 16]",Winter
-4046.124615384615,-2.0,"(-16, 16]",Winter
-1867.2563180615664,-2.0,"(-16, 16]",Fall
-183.46952828175014,-2.0,"(-16, 16]",Spring
3880.0,-2.0,"(-16, 16]",Summer
-3311.519230769231,-2.0,"(-16, 16]",Spring
2299.296031022431,-2.0,"(-16, 16]",Spring
-5150.179922962649,-2.0,"(-16, 16]",Spring
4353.737870601533,-2.0,"(-16, 16]",Spring
1473.456805889231,-2.0,"(-16, 16]",Winter
-6607.639751552795,-2.0,"(-16, 16]",Summer
4114.738095238095,-2.0,"(-16, 16]",Winter
5584.6025641025635,-2.0,"(-16, 16]",Winter
562.297258618205,-2.0,"(-16, 16]",Winter
-1241.263398405676,-2.0,"(-16, 16]",Winter
-3312.534090909091,-2.0,"(-16, 16]",Fall
-4601.58,-2.0,"(-16, 16]",Spring
4854.25,-2.0,"(-16, 16]",Summer
4612.875,-2.0,"(-16, 16]",Winter
-0.3411731426926963,-2.0,"(-16, 16]",Summer
199.916666666667,-2.0,"(-16, 16]",Summer
-652.1362368711257,-2.0,"(-16, 16]",Summer
-394.0363636363636,-2.0,"(-16, 16]",Summer
1985.8133333333328,-2.0,"(-16, 16]",Winter
-886.863393151668,-2.0,"(-16, 16]",Spring
1179.4375,-2.0,"(-16, 16]",Fall
-3612.085,-2.0,"(-16, 16]",Spring
-599.2272727272725,-2.0,"(-16, 16]",Fall
3603.338235294118,-2.0,"(-16, 16]",Summer
1098.136363636364,-2.0,"(-16, 16]",Winter
74.28000000000065,-2.0,"(-16, 16]",Summer
827.9333333333334,-2.0,"(-16, 16]",Winter
3791.94,-2.0,"(-16, 16]",Winter
-2424.113636363636,-2.0,"(-16, 16]",Winter
1076.3200000000004,-2.0,"(-16, 16]",Fall
704.5316666666668,-2.0,"(-16, 16]",Summer
385.47158202999884,-2.0,"(-16, 16]",Summer
-13.096153846154266,-2.0,"(-16, 16]",Summer
761.3107910166664,-2.0,"(-16, 16]",Fall
-112.4250000000002,-2.0,"(-16, 16]",Summer
-773.2686075041829,-2.0,"(-16, 16]",Winter
-1927.954248366013,-2.0,"(-16, 16]",Spring
1057.8107256536466,-2.0,"(-16, 16]",Winter
-3774.278195488722,-2.0,"(-16, 16]",Fall
-1606.7094017094007,-2.0,"(-16, 16]",Fall
-908.8788452795392,-2.0,"(-16, 16]",Summer
-819.3484848484845,-2.0,"(-16, 16]",Fall
-2009.0940412033326,-2.0,"(-16, 16]",Spring
453.3,-2.0,"(-16, 16]",Fall
73.5029411764699,-2.0,"(-16, 16]",Fall
1663.6223861004355,-2.0,"(-16, 16]",Winter
738.6738461538463,-2.0,"(-16, 16]",Winter
6196.004999999999,-2.0,"(-16, 16]",Winter
-4922.532598263275,-2.0,"(-16, 16]",Winter
1761.1881835954,-2.0,"(-16, 16]",Spring
-3412.984761904761,-2.0,"(-16, 16]",Summer
-1773.6400000000006,-2.0,"(-16, 16]",Fall
-1015.7441176470584,-2.0,"(-16, 16]",Fall
-521.5,-2.0,"(-16, 16]",Spring
56.43377594509547,-2.0,"(-16, 16]",Spring
-528.333333333333,-2.0,"(-16, 16]",Spring
-3429.9286956521732,-2.0,"(-16, 16]",Fall
5022.986545329633,-2.0,"(-16, 16]",Spring
3210.5,-2.0,"(-16, 16]",Fall
-4143.31846153846,-2.0,"(-16, 16]",Fall
-3919.0476923076912,-2.0,"(-16, 16]",Fall
4731.671502279167,-2.0,"(-16, 16]",Winter
90.15718410999945,-2.0,"(-16, 16]",Spring
250.51449275362395,-2.0,"(-16, 16]",Summer
2763.6933333333345,-2.0,"(-16, 16]",Summer
-887.6857142857143,-2.0,"(-16, 16]",Fall
-357.50923076923027,-2.0,"(-16, 16]",Summer
2499.493055555556,-2.0,"(-16, 16]",Winter
-2470.7782470043703,-2.0,"(-16, 16]",Spring
846.5670049498896,-2.0,"(-16, 16]",Summer
-9321.240000000002,-2.0,"(-16, 16]",Fall
-1897.409090909091,-2.0,"(-16, 16]",Winter
-3873.941176470588,-2.0,"(-16, 16]",Summer
-4371.833333333333,-2.0,"(-16, 16]",Fall
2813.277777777777,-2.0,"(-16, 16]",Summer
-2436.514285714285,-2.0,"(-16, 16]",Spring
-3215.7513043478266,-2.0,"(-16, 16]",Spring
1059.357142857143,-2.0,"(-16, 16]",Winter
-554.478260869565,-2.0,"(-16, 16]",Fall
1642.6095012940668,-2.0,"(-16, 16]",Winter
-885.6261538461549,-2.0,"(-16, 16]",Summer
-2327.325,-2.0,"(-16, 16]",Fall
1063.0,-2.0,"(-16, 16]",Fall
4946.392857142857,-2.0,"(-16, 16]",Winter
3331.333333333333,-2.0,"(-16, 16]",Spring
-407.88568851109596,-2.0,"(-16, 16]",Fall
-2984.063076923077,-2.0,"(-16, 16]",Winter
164.95104895104896,-2.0,"(-16, 16]",Winter
265.23529411764684,-2.0,"(-16, 16]",Winter
-1093.7384615384617,-2.0,"(-16, 16]",Fall
694.0008706428566,-2.0,"(-16, 16]",Fall
-1163.1610478784735,-2.0,"(-16, 16]",Winter
158.45833333333394,-2.0,"(-16, 16]",Spring
-1799.909090909091,-2.0,"(-16, 16]",Spring
-2858.1507692307696,-2.0,"(-16, 16]",Spring
89.57777777777801,-2.0,"(-16, 16]",Winter
-1353.708333333333,-2.0,"(-16, 16]",Fall
13983.833333333336,-2.0,"(-16, 16]",Winter
1121.6785393122095,-2.0,"(-16, 16]",Winter
617.7179487179487,-2.0,"(-16, 16]",Winter
688.2372455259738,-1.0,"(-16, 16]",Spring
-4871.595238095238,-1.0,"(-16, 16]",Winter
-9482.68,-1.0,"(-16, 16]",Fall
-153.26896514808368,-1.0,"(-16, 16]",Summer
2003.6333333333334,-1.0,"(-16, 16]",Summer
-1332.5171568627452,-1.0,"(-16, 16]",Winter
-48.684474195946216,-1.0,"(-16, 16]",Fall
-2194.1759622884783,-1.0,"(-16, 16]",Summer
-5272.790017869025,-1.0,"(-16, 16]",Spring
1162.4556499884607,-1.0,"(-16, 16]",Winter
-2303.415458937197,-1.0,"(-16, 16]",Fall
1695.6987179487176,-1.0,"(-16, 16]",Winter
-871.3523809523804,-1.0,"(-16, 16]",Fall
1858.865139585516,-1.0,"(-16, 16]",Winter
-1786.0384615384617,-1.0,"(-16, 16]",Fall
2201.6476846303376,-1.0,"(-16, 16]",Winter
-426.25355934726304,-1.0,"(-16, 16]",Winter
-177.125,-1.0,"(-16, 16]",Summer
1033.7005288299554,-1.0,"(-16, 16]",Summer
-1521.166666666667,-1.0,"(-16, 16]",Fall
-43.708243245478116,-1.0,"(-16, 16]",Fall
-2775.047272727273,-1.0,"(-16, 16]",Fall
6115.5927950566675,-1.0,"(-16, 16]",Spring
-1011.7965217391303,-1.0,"(-16, 16]",Summer
1562.9878260869568,-1.0,"(-16, 16]",Fall
-1287.5153508771932,-1.0,"(-16, 16]",Fall
-3323.277777777777,-1.0,"(-16, 16]",Winter
-3692.177916891963,-1.0,"(-16, 16]",Summer
1826.4444444444446,-1.0,"(-16, 16]",Winter
-3297.6857706675555,-1.0,"(-16, 16]",Winter
4059.2854928958336,-1.0,"(-16, 16]",Winter
-1645.8777066763278,-1.0,"(-16, 16]",Fall
-463.6400000000003,-1.0,"(-16, 16]",Summer
916.25,-1.0,"(-16, 16]",Spring
-2236.4246559416915,-1.0,"(-16, 16]",Winter
-905.4372294372296,-1.0,"(-16, 16]",Summer
-4272.005714285715,-1.0,"(-16, 16]",Fall
-405.63909774436064,-1.0,"(-16, 16]",Fall
-400.45238095238085,-1.0,"(-16, 16]",Summer
-3234.352380952381,-1.0,"(-16, 16]",Fall
191.04871794871812,-1.0,"(-16, 16]",Winter
-86.33333333333326,-1.0,"(-16, 16]",Winter
26.5454545454545,-1.0,"(-16, 16]",Summer
1603.571666666667,-1.0,"(-16, 16]",Spring
1647.5279425073995,-1.0,"(-16, 16]",Summer
-3386.811843872666,-1.0,"(-16, 16]",Fall
122.45454545454595,-1.0,"(-16, 16]",Summer
2617.600000000001,-1.0,"(-16, 16]",Fall
-2290.228333333333,-1.0,"(-16, 16]",Summer
-35.93589743589746,-1.0,"(-16, 16]",Summer
-630.8600081629397,-1.0,"(-16, 16]",Spring
3331.517045454546,-1.0,"(-16, 16]",Summer
-937.3586956521741,-1.0,"(-16, 16]",Summer
-580.8875459942974,-1.0,"(-16, 16]",Spring
-346.63844393592666,-1.0,"(-16, 16]",Spring
1227.9761904761906,-1.0,"(-16, 16]",Spring
-721.1794871794873,-1.0,"(-16, 16]",Spring
2265.7244847614165,-1.0,"(-16, 16]",Winter
-1166.3861538461542,-1.0,"(-16, 16]",Spring
-1043.0,-1.0,"(-16, 16]",Fall
-12332.192307692307,-1.0,"(-16, 16]",Winter
340.88235294117663,-1.0,"(-16, 16]",Winter
281.6444444444442,-1.0,"(-16, 16]",Spring
-3455.461538461538,-1.0,"(-16, 16]",Winter
-219.87820688966667,-1.0,"(-16, 16]",Winter
6075.976190476192,-1.0,"(-16, 16]",Winter
149.81818181818198,-1.0,"(-16, 16]",Winter
1209.9633333333334,-1.0,"(-16, 16]",Winter
-357.28615384615387,-1.0,"(-16, 16]",Fall
-5333.670175438597,-1.0,"(-16, 16]",Summer
-4070.63436288897,-1.0,"(-16, 16]",Summer
3310.05,-1.0,"(-16, 16]",Fall
2627.8732993324384,-1.0,"(-16, 16]",Spring
2645.167692307692,-1.0,"(-16, 16]",Spring
639.771739130435,-1.0,"(-16, 16]",Fall
3030.4040050673657,-1.0,"(-16, 16]",Winter
-3691.871666666667,-1.0,"(-16, 16]",Fall
3379.354166666667,-1.0,"(-16, 16]",Summer
-156.46153846153857,-1.0,"(-16, 16]",Summer
-3604.4285714285716,-1.0,"(-16, 16]",Winter
-1066.0121739130432,-1.0,"(-16, 16]",Fall
969.5921463831056,-1.0,"(-16, 16]",Winter
-1405.4500000000005,-1.0,"(-16, 16]",Summer
-1239.8201754385966,-1.0,"(-16, 16]",Winter
1320.5085470085467,-1.0,"(-16, 16]",Spring
2436.882028261023,-1.0,"(-16, 16]",Winter
-2873.333333333333,-1.0,"(-16, 16]",Spring
162.92597473519072,-1.0,"(-16, 16]",Summer
-4956.5661538461545,-1.0,"(-16, 16]",Winter
2270.804726368751,-1.0,"(-16, 16]",Winter
-37.28571428571422,-1.0,"(-16, 16]",Winter
-798.9647656206671,-1.0,"(-16, 16]",Summer
3429.1876923076925,-1.0,"(-16, 16]",Spring
2754.16,-1.0,"(-16, 16]",Spring
2584.8147647005835,-1.0,"(-16, 16]",Winter
-3003.9137275195008,-1.0,"(-16, 16]",Fall
2511.65,-1.0,"(-16, 16]",Winter
841.6293826020128,-1.0,"(-16, 16]",Spring
-3597.4,-1.0,"(-16, 16]",Winter
-1386.0,-1.0,"(-16, 16]",Winter
1359.666666666667,-1.0,"(-16, 16]",Winter
-797.25,-1.0,"(-16, 16]",Fall
-780.75,-1.0,"(-16, 16]",Winter
154.39285714285708,-1.0,"(-16, 16]",Winter
-2377.9799256309843,-1.0,"(-16, 16]",Summer
1360.1702682200405,-1.0,"(-16, 16]",Winter
3623.7180157708144,-1.0,"(-16, 16]",Winter
1513.727439517179,-1.0,"(-16, 16]",Spring
-1968.3067157428925,-1.0,"(-16, 16]",Winter
2655.536543465163,-1.0,"(-16, 16]",Fall
3884.567675638952,-1.0,"(-16, 16]",Winter
-6570.423076923077,-1.0,"(-16, 16]",Summer
-1295.5,-1.0,"(-16, 16]",Fall
-5351.166666666667,-1.0,"(-16, 16]",Spring
1223.550560606338,-1.0,"(-16, 16]",Summer
-85.8249999999998,-1.0,"(-16, 16]",Winter
4080.6984615384613,-1.0,"(-16, 16]",Fall
1354.85,0.0,"(-16, 16]",Fall
-281.21624795843763,0.0,"(-16, 16]",Winter
-3262.055843349183,0.0,"(-16, 16]",Fall
-709.1826965290003,0.0,"(-16, 16]",Winter
1355.1115023189466,0.0,"(-16, 16]",Winter
2927.333333333334,0.0,"(-16, 16]",Summer
-2498.473484848485,0.0,"(-16, 16]",Summer
-934.1800000000003,0.0,"(-16, 16]",Winter
-113.96103896103888,0.0,"(-16, 16]",Fall
-243.90073363320244,0.0,"(-16, 16]",Summer
-994.2662254680909,0.0,"(-16, 16]",Fall
4951.5074020476095,0.0,"(-16, 16]",Winter
99.43478260869551,0.0,"(-16, 16]",Spring
1406.3751394562923,0.0,"(-16, 16]",Winter
154.46615384615416,0.0,"(-16, 16]",Winter
-382.92484029021654,0.0,"(-16, 16]",Winter
-1400.291666666666,0.0,"(-16, 16]",Fall
2371.8757763975154,0.0,"(-16, 16]",Fall
589.7434905997502,0.0,"(-16, 16]",Winter
2913.770833333333,0.0,"(-16, 16]",Fall
-704.683809523809,0.0,"(-16, 16]",Winter
-4091.7833333333338,0.0,"(-16, 16]",Fall
2348.4,0.0,"(-16, 16]",Spring
-2651.433333333333,0.0,"(-16, 16]",Spring
-130.04515625079966,0.0,"(-16, 16]",Fall
2941.6291143358453,0.0,"(-16, 16]",Winter
-3501.335664335664,0.0,"(-16, 16]",Spring
-3399.92,0.0,"(-16, 16]",Fall
-1179.8333333333335,0.0,"(-16, 16]",Fall
3772.629370629371,0.0,"(-16, 16]",Winter
990.613636363636,0.0,"(-16, 16]",Winter
2672.9523809523816,0.0,"(-16, 16]",Fall
-1897.145833333333,0.0,"(-16, 16]",Fall
949.6348250946195,0.0,"(-16, 16]",Summer
3547.3142857142852,0.0,"(-16, 16]",Winter
693.6111111111113,0.0,"(-16, 16]",Summer
-868.9444444444442,0.0,"(-16, 16]",Fall
-1091.0350877192982,0.0,"(-16, 16]",Summer
812.0389016018307,0.0,"(-16, 16]",Summer
-1024.3896103896104,0.0,"(-16, 16]",Fall
1238.0352564102561,0.0,"(-16, 16]",Fall
-3611.2352941176473,0.0,"(-16, 16]",Spring
-571.378787878788,0.0,"(-16, 16]",Winter
-2200.8323712570864,0.0,"(-16, 16]",Spring
3377.4572869137787,0.0,"(-16, 16]",Summer
344.5323045825238,0.0,"(-16, 16]",Winter
-1929.416666666667,0.0,"(-16, 16]",Winter
-5461.23076923077,0.0,"(-16, 16]",Fall
-701.2598179406186,0.0,"(-16, 16]",Fall
612.2723076923075,0.0,"(-16, 16]",Winter
-1173.5764444388406,0.0,"(-16, 16]",Spring
3622.5625,0.0,"(-16, 16]",Fall
342.87428571428563,0.0,"(-16, 16]",Winter
474.4195804195806,0.0,"(-16, 16]",Summer
-2519.555555555556,0.0,"(-16, 16]",Winter
-3242.1111111111113,0.0,"(-16, 16]",Summer
687.5,0.0,"(-16, 16]",Fall
-2138.3327016966537,0.0,"(-16, 16]",Winter
-2853.9951171857506,0.0,"(-16, 16]",Fall
-863.8843895591667,0.0,"(-16, 16]",Spring
578.0737179487177,0.0,"(-16, 16]",Winter
-1602.2666666666669,0.0,"(-16, 16]",Fall
1928.5200000000007,0.0,"(-16, 16]",Summer
1100.0740030933748,0.0,"(-16, 16]",Fall
3889.3701298701294,0.0,"(-16, 16]",Spring
1606.3809523809525,0.0,"(-16, 16]",Winter
-8033.333333333334,0.0,"(-16, 16]",Summer
1959.9086425744995,0.0,"(-16, 16]",Spring
-1651.4523809523816,0.0,"(-16, 16]",Winter
1864.79185520362,0.0,"(-16, 16]",Winter
1795.629204078752,0.0,"(-16, 16]",Spring
-2687.675492224927,0.0,"(-16, 16]",Fall
4978.677756956534,0.0,"(-16, 16]",Fall
6427.904761904762,0.0,"(-16, 16]",Spring
906.5555555555553,0.0,"(-16, 16]",Spring
-530.8939134803762,0.0,"(-16, 16]",Winter
1681.1022875156284,0.0,"(-16, 16]",Fall
-7782.2796047874,0.0,"(-16, 16]",Fall
1628.3347826086954,0.0,"(-16, 16]",Fall
2002.1538461538464,0.0,"(-16, 16]",Winter
-7469.469696969697,0.0,"(-16, 16]",Fall
-799.8114285714282,0.0,"(-16, 16]",Winter
-2181.934505209333,0.0,"(-16, 16]",Spring
-10484.045454545454,0.0,"(-16, 16]",Winter
1289.2142857142858,0.0,"(-16, 16]",Spring
-8363.909090909092,0.0,"(-16, 16]",Fall
-4551.970000000001,0.0,"(-16, 16]",Spring
134.0999999999999,0.0,"(-16, 16]",Fall
-674.0384615384619,0.0,"(-16, 16]",Summer
-1178.953333333333,0.0,"(-16, 16]",Fall
10201.964765615414,0.0,"(-16, 16]",Spring
1956.7409523809522,0.0,"(-16, 16]",Winter
-1433.4526315789474,0.0,"(-16, 16]",Fall
-1354.436855519154,0.0,"(-16, 16]",Winter
-2088.833333333333,0.0,"(-16, 16]",Spring
-1205.6584615384613,0.0,"(-16, 16]",Fall
1885.8700706277803,0.0,"(-16, 16]",Spring
5239.092517277571,0.0,"(-16, 16]",Winter
1740.7323076923074,0.0,"(-16, 16]",Fall
-6564.2683333333325,0.0,"(-16, 16]",Summer
-354.8690476190477,0.0,"(-16, 16]",Summer
503.875,0.0,"(-16, 16]",Winter
1784.35,0.0,"(-16, 16]",Spring
-3614.944468179168,0.0,"(-16, 16]",Spring
-665.0087719298243,0.0,"(-16, 16]",Summer
68.20394736842128,0.0,"(-16, 16]",Spring
-861.666666666667,0.0,"(-16, 16]",Summer
-1955.8142857142857,0.0,"(-16, 16]",Spring
-3757.9642857142867,0.0,"(-16, 16]",Fall
2531.66,0.0,"(-16, 16]",Winter
-385.99047619047633,0.0,"(-16, 16]",Fall
-507.5808080808081,0.0,"(-16, 16]",Spring
2077.38,0.0,"(-16, 16]",Spring
-1791.6015037593986,0.0,"(-16, 16]",Spring
-914.8446480871427,0.0,"(-16, 16]",Winter
-3703.5,0.0,"(-16, 16]",Winter
2382.600000000001,0.0,"(-16, 16]",Summer
-2947.412698412699,0.0,"(-16, 16]",Spring
2437.2687557008467,0.0,"(-16, 16]",Winter
-4128.197031816639,0.0,"(-16, 16]",Summer
684.0444444444443,0.0,"(-16, 16]",Winter
862.2063492063494,0.0,"(-16, 16]",Fall
-2504.831205100229,0.0,"(-16, 16]",Spring
514.7380952380954,0.0,"(-16, 16]",Fall
840.1727272727277,0.0,"(-16, 16]",Winter
-1694.1531704996746,0.0,"(-16, 16]",Winter
646.2209523809523,0.0,"(-16, 16]",Winter
4039.414921908741,0.0,"(-16, 16]",Winter
239.52048322876408,0.0,"(-16, 16]",Winter
-1354.5054914039724,0.0,"(-16, 16]",Spring
-1456.84,0.0,"(-16, 16]",Summer
1998.1772727272726,0.0,"(-16, 16]",Spring
-3079.849177308157,0.0,"(-16, 16]",Spring
339.818181818182,0.0,"(-16, 16]",Winter
636.2692307692311,0.0,"(-16, 16]",Spring
-2222.320297241875,0.0,"(-16, 16]",Fall
-3055.833333333333,0.0,"(-16, 16]",Fall
3322.3324786839003,0.0,"(-16, 16]",Winter
16553.895424836603,0.0,"(-16, 16]",Summer
-2412.714285714285,0.0,"(-16, 16]",Winter
739.9523809523816,0.0,"(-16, 16]",Spring
-2608.667676705375,0.0,"(-16, 16]",Fall
-321.48663101604285,1.0,"(-16, 16]",Summer
466.0336718752005,1.0,"(-16, 16]",Winter
-1839.6296736639895,1.0,"(-16, 16]",Spring
-1122.35,1.0,"(-16, 16]",Spring
727.6833333333334,1.0,"(-16, 16]",Winter
465.4313725490197,1.0,"(-16, 16]",Summer
-321.1944444444444,1.0,"(-16, 16]",Summer
6888.432369627252,1.0,"(-16, 16]",Summer
-216.576923076922,1.0,"(-16, 16]",Spring
-2804.938405797101,1.0,"(-16, 16]",Spring
-2278.025974025973,1.0,"(-16, 16]",Fall
-1084.9041307485222,1.0,"(-16, 16]",Fall
8395.581423811474,1.0,"(-16, 16]",Fall
2154.7304347826084,1.0,"(-16, 16]",Summer
-2076.5952690933336,1.0,"(-16, 16]",Fall
740.0057142857132,1.0,"(-16, 16]",Winter
2233.633333333333,1.0,"(-16, 16]",Spring
688.0,1.0,"(-16, 16]",Spring
1434.9102564102561,1.0,"(-16, 16]",Fall
1636.3685714285712,1.0,"(-16, 16]",Fall
-240.7056599932007,1.0,"(-16, 16]",Fall
1737.4999999999993,1.0,"(-16, 16]",Winter
-1468.9348729588598,1.0,"(-16, 16]",Summer
1799.1555183946493,1.0,"(-16, 16]",Summer
-16070.759999999998,1.0,"(-16, 16]",Fall
-299.84935897435935,1.0,"(-16, 16]",Winter
-483.85474504797406,1.0,"(-16, 16]",Fall
-213.41919191919212,1.0,"(-16, 16]",Winter
-2663.070707070707,1.0,"(-16, 16]",Winter
-4167.212567057109,1.0,"(-16, 16]",Spring
-745.8111111111111,1.0,"(-16, 16]",Fall
-255.1454545454553,1.0,"(-16, 16]",Summer
134.79464285714312,1.0,"(-16, 16]",Winter
766.0277777777774,1.0,"(-16, 16]",Spring
2272.833333333333,1.0,"(-16, 16]",Summer
2566.0,1.0,"(-16, 16]",Summer
4421.074649768636,1.0,"(-16, 16]",Spring
274.3048655205,1.0,"(-16, 16]",Fall
336.3333333333335,1.0,"(-16, 16]",Spring
-1778.4665316237729,1.0,"(-16, 16]",Winter
-3730.0248820005827,1.0,"(-16, 16]",Spring
-899.3199999999997,1.0,"(-16, 16]",Spring
-883.0438845888257,1.0,"(-16, 16]",Winter
-6636.641711229948,1.0,"(-16, 16]",Fall
3887.277777777778,1.0,"(-16, 16]",Summer
452.85069580051135,1.0,"(-16, 16]",Spring
-1524.2299999999993,1.0,"(-16, 16]",Spring
-10839.475,1.0,"(-16, 16]",Winter
-1367.1461538461544,1.0,"(-16, 16]",Summer
709.5333333333333,1.0,"(-16, 16]",Spring
